Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,pH,flowrate_cmh,source
1200.0,20.66,HDPE,API 5L X42,150.0,118.5,11.43,8.42,40.76,5.0,Critical,7.9,4068.81,original
500.0,12.66,Stainless Steel,API 5L X42,600.0,68.5,16.75,7.28,57.5,2.0,Critical,7.86,2605.76,original
800.0,28.54,Fiberglass,API 5L X52,900.0,72.3,14.88,2.43,8.51,21.0,Moderate,8.13,6880.84,original
250.0,14.06,Fiberglass,ASTM A106 Grade B,300.0,73.9,16.34,1.45,10.31,6.0,Normal,8.36,309.16,original
100.0,6.45,Fiberglass,API 5L X65,900.0,95.9,15.64,7.02,108.84,20.0,Critical,7.87,72.38,original
100.0,6.91,PVC,ASTM A106 Grade B,150.0,16.8,18.59,6.81,98.55,4.0,Critical,7.85,18.7,original
600.0,21.01,Stainless Steel,API 5L X65,300.0,30.9,13.18,8.26,39.31,14.0,Critical,7.89,1966.02,original
250.0,10.13,Stainless Steel,API 5L X42,600.0,66.0,0.17,2.86,28.23,17.0,Moderate,8.25,598.28,original
50.0,3.31,PVC,API 5L X52,2500.0,88.0,14.16,9.58,289.43,18.0,Critical,7.88,10.18,original
1500.0,43.88,Stainless Steel,API 5L X42,150.0,107.8,10.93,8.06,18.37,11.0,Critical,7.91,6400.68,original
300.0,11.6,Fiberglass,API 5L X52,900.0,110.5,3.02,5.65,48.71,19.0,Critical,7.97,886.68,original
50.0,5.46,Fiberglass,API 5L X65,1500.0,26.2,14.04,9.36,171.43,17.0,Critical,7.88,10.18,original
300.0,8.96,Carbon Steel,API 5L X42,2500.0,48.7,2.38,4.63,51.67,2.0,Moderate,8.23,886.68,original
200.0,10.9,Fiberglass,API 5L X52,900.0,-13.0,13.91,2.18,20.0,17.0,Moderate,8.13,366.44,original
100.0,7.36,Stainless Steel,API 5L X42,150.0,-9.5,4.15,5.57,75.68,13.0,Critical,7.97,18.7,original
600.0,27.85,Fiberglass,ASTM A106 Grade B,600.0,14.6,12.75,0.78,2.8,19.0,Normal,8.39,3804.59,original
1200.0,25.26,HDPE,ASTM A333 Grade 6,2500.0,-9.8,9.52,8.18,32.38,13.0,Critical,7.92,15747.67,original
150.0,6.96,Carbon Steel,ASTM A106 Grade B,600.0,53.8,2.38,8.69,124.86,3.0,Critical,7.98,191.13,original
50.0,3.69,Carbon Steel,ASTM A333 Grade 6,600.0,-13.4,18.1,8.29,224.66,5.0,Critical,7.85,10.18,original
50.0,5.5,Fiberglass,API 5L X42,1500.0,53.7,1.59,2.7,49.09,3.0,Moderate,8.24,10.18,original
150.0,6.24,HDPE,API 5L X52,1500.0,30.8,4.11,5.58,89.42,11.0,Critical,7.97,191.13,original
600.0,22.17,PVC,API 5L X52,150.0,36.1,17.92,4.1,18.49,4.0,Moderate,8.1,983.01,original
100.0,5.72,Fiberglass,API 5L X52,300.0,12.3,11.19,6.79,118.71,12.0,Critical,7.91,37.4,original
100.0,4.14,Carbon Steel,API 5L X42,600.0,19.3,10.6,8.34,201.45,21.0,Critical,7.91,72.38,original
1500.0,31.27,Fiberglass,ASTM A333 Grade 6,150.0,69.0,16.49,6.96,22.26,10.0,Critical,7.86,6400.68,original
800.0,24.36,HDPE,API 5L X52,600.0,116.6,3.27,5.57,22.87,9.0,Critical,7.97,6880.84,original
1500.0,43.2,Carbon Steel,ASTM A333 Grade 6,900.0,48.7,13.27,5.5,12.73,4.0,Critical,7.89,24772.84,original
800.0,30.44,HDPE,API 5L X42,900.0,15.8,2.16,4.98,16.36,4.0,Moderate,8.23,6880.84,original
200.0,7.82,PVC,API 5L X42,2500.0,-0.5,16.0,3.75,47.95,14.0,Moderate,8.12,366.44,original
400.0,12.31,Carbon Steel,ASTM A106 Grade B,150.0,-15.5,4.47,5.41,43.95,11.0,Critical,7.96,421.96,original
400.0,8.35,HDPE,ASTM A106 Grade B,2500.0,-9.2,1.94,8.44,101.08,9.0,Critical,7.98,1633.13,original
1500.0,33.41,PVC,ASTM A106 Grade B,300.0,54.7,10.59,9.85,29.48,8.0,Critical,7.91,12801.37,original
200.0,7.74,Carbon Steel,API 5L X52,900.0,-25.9,1.27,0.64,8.27,1.0,Normal,8.49,366.44,original
300.0,8.68,HDPE,API 5L X52,300.0,-21.0,4.76,6.01,69.24,22.0,Critical,7.96,458.19,original
1200.0,22.53,HDPE,ASTM A333 Grade 6,150.0,17.8,13.58,4.11,18.24,7.0,Moderate,8.14,4068.81,original
250.0,10.95,Fiberglass,ASTM A106 Grade B,2500.0,11.7,8.82,4.04,36.89,24.0,Moderate,8.18,598.28,original
100.0,4.89,Carbon Steel,ASTM A333 Grade 6,600.0,2.4,2.51,0.61,12.47,8.0,Normal,8.48,72.38,original
50.0,5.62,PVC,API 5L X42,900.0,42.2,0.44,6.21,110.5,20.0,Critical,8.0,10.18,original
300.0,15.95,Fiberglass,API 5L X42,1500.0,26.0,15.26,0.94,5.89,16.0,Normal,8.37,886.68,original
50.0,3.04,Carbon Steel,ASTM A106 Grade B,300.0,32.6,4.6,9.69,318.75,15.0,Critical,7.96,5.26,original
400.0,17.32,Fiberglass,API 5L X52,900.0,31.4,1.33,1.79,10.33,12.0,Normal,8.49,1633.13,original
100.0,5.21,Stainless Steel,ASTM A106 Grade B,300.0,67.5,2.93,5.76,110.56,19.0,Critical,7.98,37.4,original
500.0,24.44,PVC,ASTM A333 Grade 6,300.0,11.9,12.93,6.75,27.62,10.0,Critical,7.89,1346.53,original
1200.0,34.3,Carbon Steel,ASTM A106 Grade B,150.0,89.3,6.74,3.16,9.21,5.0,Moderate,8.19,4068.81,original
150.0,6.58,Carbon Steel,ASTM A333 Grade 6,2500.0,95.9,10.16,6.98,106.08,22.0,Critical,7.92,191.13,original
400.0,15.23,HDPE,ASTM A333 Grade 6,300.0,44.5,5.53,4.54,29.81,1.0,Moderate,8.2,843.92,original
50.0,3.25,Fiberglass,ASTM A333 Grade 6,1500.0,34.6,5.32,9.52,292.92,11.0,Critical,7.96,10.18,original
500.0,14.29,Stainless Steel,API 5L X52,2500.0,21.4,4.5,8.42,58.92,18.0,Critical,7.96,2605.76,original
1500.0,44.29,PVC,ASTM A106 Grade B,600.0,54.1,12.97,1.59,3.59,4.0,Normal,8.39,24772.84,original
1000.0,31.28,Stainless Steel,API 5L X65,1500.0,30.0,3.04,9.71,31.04,16.0,Critical,7.97,10861.87,original
1200.0,37.12,Stainless Steel,ASTM A106 Grade B,2500.0,102.2,8.3,5.86,15.79,20.0,Critical,7.93,15747.67,original
800.0,25.85,Stainless Steel,API 5L X65,1500.0,21.4,9.85,1.36,5.26,8.0,Normal,8.42,6880.84,original
100.0,4.55,Stainless Steel,ASTM A106 Grade B,600.0,62.3,9.87,8.53,187.47,25.0,Critical,7.92,72.38,original
1500.0,47.27,HDPE,ASTM A106 Grade B,600.0,0.6,8.51,3.84,8.12,9.0,Moderate,8.18,24772.84,original
150.0,6.25,Fiberglass,ASTM A106 Grade B,2500.0,-36.4,12.69,8.31,132.96,20.0,Critical,7.89,191.13,original
1500.0,34.77,Carbon Steel,API 5L X52,2500.0,127.0,13.73,5.56,15.99,21.0,Critical,7.89,24772.84,original
250.0,9.9,HDPE,API 5L X65,150.0,21.9,0.33,6.21,62.73,17.0,Critical,8.0,154.58,original
100.0,6.3,PVC,ASTM A106 Grade B,150.0,20.2,1.08,5.06,80.32,8.0,Critical,7.99,18.7,original
1000.0,28.47,HDPE,ASTM A333 Grade 6,900.0,58.5,8.4,0.71,2.49,10.0,Normal,8.43,10861.87,original
600.0,23.1,PVC,ASTM A333 Grade 6,2500.0,41.9,15.62,7.28,31.52,25.0,Critical,7.87,3804.59,original
800.0,19.82,Fiberglass,ASTM A106 Grade B,900.0,14.3,15.34,2.63,13.27,18.0,Moderate,8.12,6880.84,original
200.0,8.01,PVC,ASTM A333 Grade 6,900.0,35.3,2.73,5.1,63.67,22.0,Critical,7.98,366.44,original
50.0,3.03,Stainless Steel,ASTM A106 Grade B,1500.0,32.3,1.7,5.19,171.29,10.0,Critical,7.99,10.18,original
500.0,16.18,Stainless Steel,ASTM A106 Grade B,300.0,18.1,6.3,7.77,48.02,8.0,Critical,7.95,1346.53,original
800.0,25.94,Stainless Steel,API 5L X52,2500.0,-8.2,16.89,7.31,28.18,15.0,Critical,7.86,6880.84,original
100.0,7.95,PVC,API 5L X65,2500.0,9.5,13.9,1.71,21.51,13.0,Normal,8.38,72.38,original
100.0,5.96,Carbon Steel,API 5L X65,2500.0,-22.2,12.29,3.89,65.27,19.0,Moderate,8.15,72.38,original
600.0,22.74,Stainless Steel,ASTM A106 Grade B,600.0,58.3,19.34,8.04,35.36,25.0,Critical,7.84,3804.59,original
500.0,14.74,HDPE,API 5L X65,150.0,-37.6,19.17,4.33,29.38,14.0,Moderate,8.09,673.26,original
400.0,17.53,PVC,API 5L X65,300.0,83.6,2.28,4.64,26.47,19.0,Moderate,8.23,843.92,original
800.0,23.62,HDPE,ASTM A106 Grade B,900.0,-24.3,10.58,0.92,3.9,7.0,Normal,8.41,6880.84,original
100.0,4.34,Stainless Steel,ASTM A106 Grade B,900.0,145.8,6.75,4.82,111.06,20.0,Moderate,8.19,72.38,original
800.0,25.01,Fiberglass,API 5L X52,900.0,46.9,13.68,8.81,35.23,13.0,Critical,7.89,6880.84,original
600.0,16.41,HDPE,API 5L X65,600.0,66.4,1.02,9.31,56.73,4.0,Critical,7.99,3804.59,original
1000.0,29.23,Fiberglass,ASTM A106 Grade B,2500.0,135.0,4.65,8.47,28.98,16.0,Critical,7.96,10861.87,original
800.0,27.97,Fiberglass,API 5L X65,2500.0,72.0,7.73,0.88,3.15,17.0,Normal,8.44,6880.84,original
100.0,4.13,HDPE,API 5L X52,2500.0,-17.9,4.13,3.1,75.06,18.0,Moderate,8.22,72.38,original
1000.0,21.35,Fiberglass,ASTM A333 Grade 6,150.0,53.1,20.0,7.27,34.05,8.0,Critical,7.83,2806.44,original
1000.0,26.04,Fiberglass,ASTM A333 Grade 6,1500.0,57.7,9.79,9.56,36.71,20.0,Critical,7.92,10861.87,original
100.0,4.37,HDPE,ASTM A106 Grade B,900.0,131.5,17.74,9.87,225.86,11.0,Critical,7.85,72.38,original
600.0,12.73,Stainless Steel,ASTM A333 Grade 6,1500.0,48.8,15.15,5.74,45.09,4.0,Critical,7.87,3804.59,original
400.0,10.05,HDPE,ASTM A106 Grade B,1500.0,7.5,10.2,6.39,63.58,5.0,Critical,7.91,1633.13,original
1200.0,37.42,Stainless Steel,API 5L X65,1500.0,95.1,9.49,4.49,12.0,23.0,Moderate,8.17,15747.67,original
50.0,5.99,PVC,ASTM A333 Grade 6,900.0,95.0,17.22,2.51,41.9,13.0,Moderate,8.11,10.18,original
300.0,14.67,Fiberglass,API 5L X52,2500.0,51.2,18.37,8.46,57.67,4.0,Critical,7.85,886.68,original
1000.0,29.16,Carbon Steel,ASTM A333 Grade 6,600.0,-24.7,2.48,3.82,13.1,4.0,Moderate,8.23,10861.87,original
500.0,14.55,PVC,API 5L X65,600.0,19.9,0.39,5.98,41.1,24.0,Critical,8.0,2605.76,original
50.0,3.29,Carbon Steel,ASTM A333 Grade 6,900.0,64.5,6.04,6.54,198.78,25.0,Critical,7.95,10.18,original
150.0,5.64,Carbon Steel,API 5L X42,2500.0,115.0,9.71,9.46,167.73,6.0,Critical,7.92,191.13,original
600.0,16.95,Stainless Steel,API 5L X42,900.0,32.4,4.15,2.59,15.28,25.0,Moderate,8.22,3804.59,original
500.0,20.82,Fiberglass,ASTM A333 Grade 6,600.0,48.6,11.23,4.76,22.86,23.0,Moderate,8.16,2605.76,original
400.0,19.55,Carbon Steel,API 5L X52,2500.0,60.2,18.7,5.55,28.39,17.0,Critical,7.84,1633.13,original
1000.0,22.39,PVC,ASTM A333 Grade 6,2500.0,-0.5,19.74,2.69,12.01,3.0,Moderate,8.09,10861.87,original
50.0,5.12,HDPE,API 5L X42,150.0,61.6,3.02,2.42,47.27,23.0,Moderate,8.22,2.63,original
400.0,13.91,Fiberglass,API 5L X52,600.0,58.5,17.46,8.09,58.16,25.0,Critical,7.85,1633.13,original
1200.0,34.42,Carbon Steel,API 5L X42,1500.0,49.4,10.78,0.71,2.06,11.0,Normal,8.41,15747.67,original
50.0,4.89,Stainless Steel,ASTM A333 Grade 6,2500.0,-6.4,1.81,0.63,12.88,18.0,Normal,8.48,10.18,original
800.0,29.88,Stainless Steel,API 5L X65,300.0,77.8,10.19,4.84,16.2,3.0,Moderate,8.17,3555.68,original
250.0,11.0,PVC,API 5L X52,1500.0,21.8,4.52,2.59,23.55,21.0,Moderate,8.21,598.28,original
500.0,13.59,Fiberglass,ASTM A106 Grade B,300.0,15.7,5.37,6.78,49.89,16.0,Critical,7.96,1346.53,original
200.0,7.34,Stainless Steel,API 5L X52,900.0,98.6,18.62,6.63,90.33,12.0,Critical,7.84,366.44,original
1500.0,43.02,Stainless Steel,API 5L X52,2500.0,14.3,2.02,2.77,6.44,12.0,Moderate,8.23,24772.84,original
1200.0,37.74,HDPE,ASTM A333 Grade 6,600.0,58.9,9.44,1.64,4.35,7.0,Normal,8.42,15747.67,original
300.0,7.62,Fiberglass,ASTM A333 Grade 6,900.0,-46.2,0.13,2.22,29.13,13.0,Moderate,8.25,886.68,original
100.0,5.91,Carbon Steel,API 5L X42,900.0,127.5,13.05,1.7,28.76,3.0,Normal,8.39,72.38,original
50.0,3.76,Fiberglass,ASTM A106 Grade B,2500.0,86.9,11.94,2.19,58.24,24.0,Moderate,8.15,10.18,original
1200.0,32.92,Stainless Steel,API 5L X52,150.0,39.3,11.6,2.13,6.47,2.0,Moderate,8.15,4068.81,original
100.0,4.19,Fiberglass,ASTM A333 Grade 6,2500.0,21.0,8.86,7.86,187.59,24.0,Critical,7.93,72.38,original
1500.0,29.92,Stainless Steel,API 5L X52,300.0,5.7,9.75,3.35,11.2,22.0,Moderate,8.17,12801.37,original
800.0,16.55,Stainless Steel,ASTM A106 Grade B,150.0,18.9,19.84,1.27,7.67,4.0,Normal,8.33,1777.84,original
1200.0,35.13,Fiberglass,API 5L X52,150.0,51.9,13.13,8.37,23.83,4.0,Critical,7.89,4068.81,original
600.0,19.15,Fiberglass,ASTM A106 Grade B,900.0,94.0,8.78,5.15,26.89,2.0,Critical,7.93,3804.59,original
100.0,7.27,HDPE,ASTM A333 Grade 6,600.0,28.3,8.89,7.04,96.84,12.0,Critical,7.93,72.38,original
500.0,23.96,Stainless Steel,API 5L X65,2500.0,64.0,14.84,2.95,12.31,17.0,Moderate,8.13,2605.76,original
50.0,4.61,Carbon Steel,API 5L X42,150.0,61.2,13.48,6.08,131.89,21.0,Critical,7.89,2.63,original
300.0,13.51,Carbon Steel,ASTM A106 Grade B,900.0,11.3,12.79,0.51,3.77,25.0,Normal,8.39,886.68,original
150.0,7.49,Stainless Steel,API 5L X42,150.0,37.8,12.89,4.96,66.22,17.0,Moderate,8.14,49.38,original
200.0,6.32,Carbon Steel,API 5L X52,150.0,-27.2,6.05,4.09,64.72,17.0,Moderate,8.2,94.68,original
100.0,5.17,PVC,API 5L X42,300.0,-3.3,17.88,7.56,146.23,9.0,Critical,7.85,37.4,original
400.0,17.69,PVC,API 5L X42,900.0,74.7,11.7,8.34,47.15,19.0,Critical,7.9,1633.13,original
1200.0,30.5,Carbon Steel,ASTM A106 Grade B,900.0,15.0,2.06,4.74,15.54,12.0,Moderate,8.23,15747.67,original
300.0,7.92,Stainless Steel,API 5L X52,150.0,103.9,16.53,3.01,38.01,10.0,Moderate,8.11,229.1,original
50.0,3.45,HDPE,API 5L X42,900.0,93.3,2.54,4.25,123.19,22.0,Moderate,8.23,10.18,original
50.0,5.4,PVC,ASTM A106 Grade B,600.0,71.0,7.13,4.43,82.04,1.0,Moderate,8.19,10.18,original
600.0,18.79,HDPE,API 5L X42,2500.0,7.5,8.62,8.25,43.91,6.0,Critical,7.93,3804.59,original
500.0,20.48,Carbon Steel,ASTM A333 Grade 6,300.0,21.3,1.03,3.09,15.09,14.0,Moderate,8.24,1346.53,original
500.0,12.51,PVC,API 5L X42,150.0,14.4,16.61,8.28,66.19,10.0,Critical,7.86,673.26,original
1000.0,15.72,Carbon Steel,ASTM A333 Grade 6,2500.0,124.9,5.2,4.34,27.61,22.0,Moderate,8.21,10861.87,original
1000.0,29.26,Stainless Steel,API 5L X52,1500.0,31.0,11.96,7.23,24.71,8.0,Critical,7.9,10861.87,original
400.0,12.45,PVC,ASTM A333 Grade 6,1500.0,-24.8,7.4,7.92,63.61,9.0,Critical,7.94,1633.13,original
50.0,5.26,Carbon Steel,ASTM A106 Grade B,2500.0,61.1,16.8,4.71,89.54,1.0,Moderate,8.11,10.18,original
600.0,19.59,HDPE,ASTM A106 Grade B,2500.0,65.8,5.32,5.73,29.25,11.0,Critical,7.96,3804.59,original
50.0,3.62,Carbon Steel,API 5L X65,900.0,19.5,1.86,3.38,93.37,22.0,Moderate,8.23,10.18,original
200.0,11.96,Carbon Steel,ASTM A106 Grade B,2500.0,63.4,14.19,7.02,58.7,15.0,Critical,7.88,366.44,original
1000.0,30.86,Stainless Steel,API 5L X65,900.0,45.4,13.15,0.07,0.23,3.0,Normal,8.39,10861.87,original
150.0,5.72,Carbon Steel,API 5L X65,150.0,141.8,0.8,1.08,18.88,1.0,Normal,8.49,49.38,original
50.0,5.27,HDPE,API 5L X42,150.0,77.8,11.29,1.25,23.72,17.0,Normal,8.41,2.63,original
50.0,3.31,Carbon Steel,API 5L X42,2500.0,13.4,2.44,5.12,154.68,5.0,Critical,7.98,10.18,original
400.0,16.64,Carbon Steel,ASTM A333 Grade 6,150.0,0.2,12.16,5.08,30.53,3.0,Critical,7.9,421.96,original
1500.0,45.09,HDPE,API 5L X42,900.0,-5.4,2.46,1.27,2.82,3.0,Normal,8.48,24772.84,original
400.0,16.71,Stainless Steel,API 5L X65,600.0,83.4,5.34,1.57,9.4,14.0,Normal,8.46,1633.13,original
300.0,11.47,Stainless Steel,API 5L X52,150.0,55.0,16.76,2.96,25.81,4.0,Moderate,8.11,229.1,original
1200.0,38.61,HDPE,ASTM A106 Grade B,1500.0,41.5,12.53,5.45,14.12,25.0,Critical,7.9,15747.67,original
200.0,11.62,PVC,ASTM A333 Grade 6,900.0,14.9,18.9,7.87,67.73,8.0,Critical,7.84,366.44,original
800.0,31.61,HDPE,API 5L X65,300.0,87.0,7.94,5.94,18.79,7.0,Critical,7.93,3555.68,original
200.0,6.74,PVC,API 5L X65,2500.0,10.1,10.63,5.21,77.3,21.0,Critical,7.91,366.44,original
800.0,17.35,PVC,API 5L X65,150.0,20.1,16.34,7.86,45.3,2.0,Critical,7.86,1777.84,original
1200.0,32.64,Stainless Steel,API 5L X42,300.0,18.7,9.66,5.42,16.61,11.0,Critical,7.92,8137.61,original
50.0,5.73,Stainless Steel,ASTM A333 Grade 6,600.0,3.2,9.01,0.33,5.76,19.0,Normal,8.42,10.18,original
500.0,15.5,HDPE,ASTM A333 Grade 6,2500.0,32.0,9.84,8.88,57.29,17.0,Critical,7.92,2605.76,original
400.0,15.39,Carbon Steel,ASTM A106 Grade B,2500.0,62.2,0.26,8.55,55.56,4.0,Critical,8.0,1633.13,original
200.0,7.27,Carbon Steel,API 5L X65,600.0,115.3,19.99,1.2,16.51,6.0,Normal,8.33,366.44,original
1200.0,38.24,PVC,API 5L X42,300.0,91.6,2.71,1.98,5.18,8.0,Normal,8.48,8137.61,original
300.0,15.69,HDPE,API 5L X52,300.0,27.8,4.53,3.86,24.6,22.0,Moderate,8.21,458.19,original
200.0,9.94,Carbon Steel,ASTM A333 Grade 6,1500.0,37.2,1.22,1.07,10.76,14.0,Normal,8.49,366.44,original
50.0,5.65,PVC,API 5L X42,600.0,-40.9,6.92,9.13,161.59,22.0,Critical,7.94,10.18,original
50.0,3.66,Fiberglass,ASTM A106 Grade B,900.0,78.5,3.75,0.31,8.47,25.0,Normal,8.47,10.18,original
800.0,16.71,Stainless Steel,API 5L X65,150.0,-18.6,6.23,7.8,46.68,2.0,Critical,7.95,1777.84,original
200.0,7.49,Fiberglass,API 5L X52,900.0,48.1,13.08,7.44,99.33,14.0,Critical,7.89,366.44,original
50.0,5.82,Fiberglass,API 5L X42,900.0,67.8,5.7,1.77,30.41,20.0,Normal,8.45,10.18,original
50.0,4.29,PVC,ASTM A106 Grade B,600.0,37.2,19.35,4.88,113.75,19.0,Moderate,8.09,10.18,original
1500.0,31.98,Fiberglass,API 5L X42,600.0,-37.7,2.6,4.74,14.82,8.0,Moderate,8.23,24772.84,original
1200.0,25.4,HDPE,ASTM A333 Grade 6,300.0,-7.9,1.88,3.47,13.66,14.0,Moderate,8.23,8137.61,original
1500.0,28.54,PVC,API 5L X52,600.0,-14.3,15.64,9.3,32.59,22.0,Critical,7.87,24772.84,original
50.0,4.82,Stainless Steel,API 5L X65,900.0,16.8,12.1,8.4,174.27,4.0,Critical,7.9,10.18,original
300.0,16.33,Carbon Steel,API 5L X42,2500.0,65.8,11.08,1.6,9.8,18.0,Normal,8.41,886.68,original
1500.0,34.75,PVC,API 5L X52,2500.0,15.2,18.76,5.44,15.65,21.0,Critical,7.84,24772.84,original
150.0,5.08,Fiberglass,API 5L X52,600.0,21.5,15.15,3.88,76.38,17.0,Moderate,8.12,191.13,original
250.0,9.92,Stainless Steel,ASTM A333 Grade 6,150.0,-18.7,3.27,1.61,16.23,17.0,Normal,8.47,154.58,original
50.0,3.86,Carbon Steel,API 5L X42,600.0,141.6,11.94,7.18,186.01,8.0,Critical,7.9,10.18,original
50.0,5.74,HDPE,ASTM A106 Grade B,300.0,19.9,8.8,4.18,72.82,8.0,Moderate,8.18,5.26,original
500.0,10.93,PVC,API 5L X52,600.0,100.2,11.3,9.62,88.01,12.0,Critical,7.91,2605.76,original
1500.0,23.47,Fiberglass,API 5L X52,150.0,18.3,10.75,9.02,38.43,9.0,Critical,7.91,6400.68,original
400.0,9.44,Stainless Steel,ASTM A106 Grade B,1500.0,31.7,3.39,0.99,10.49,4.0,Normal,8.47,1633.13,original
500.0,20.01,Fiberglass,ASTM A106 Grade B,300.0,5.6,2.64,4.99,24.94,23.0,Moderate,8.23,1346.53,original
250.0,14.24,Stainless Steel,API 5L X52,2500.0,136.6,4.53,1.1,7.72,18.0,Normal,8.46,598.28,original
50.0,5.1,Fiberglass,ASTM A333 Grade 6,600.0,80.2,10.57,6.93,135.88,18.0,Critical,7.91,10.18,original
100.0,5.95,Stainless Steel,ASTM A106 Grade B,150.0,69.3,18.23,5.37,90.25,5.0,Critical,7.85,18.7,original
50.0,4.43,HDPE,ASTM A106 Grade B,600.0,16.1,16.91,4.09,92.33,16.0,Moderate,8.11,10.18,original
100.0,5.33,Stainless Steel,ASTM A333 Grade 6,1500.0,50.9,16.47,2.04,38.27,16.0,Moderate,8.11,72.38,original
600.0,24.6,PVC,API 5L X42,2500.0,2.7,1.98,7.53,30.61,6.0,Critical,7.98,3804.59,original
250.0,13.65,Fiberglass,ASTM A333 Grade 6,300.0,45.9,12.65,7.65,56.04,9.0,Critical,7.89,309.16,original
1200.0,24.59,Stainless Steel,API 5L X65,300.0,72.8,12.85,8.44,34.32,13.0,Critical,7.89,8137.61,original
400.0,16.12,HDPE,ASTM A106 Grade B,150.0,84.0,12.61,6.86,42.56,3.0,Critical,7.89,421.96,original
1500.0,39.33,HDPE,ASTM A333 Grade 6,300.0,-13.1,6.78,3.13,7.96,19.0,Moderate,8.19,12801.37,original
500.0,9.54,Stainless Steel,ASTM A106 Grade B,900.0,48.6,11.26,3.14,32.91,10.0,Moderate,8.16,2605.76,original
100.0,6.67,Carbon Steel,API 5L X52,150.0,-13.9,9.73,8.14,122.04,3.0,Critical,7.92,18.7,original
50.0,3.0,Stainless Steel,ASTM A333 Grade 6,2500.0,149.5,9.41,2.44,81.33,5.0,Moderate,8.17,10.18,original
600.0,18.9,PVC,API 5L X52,300.0,117.6,18.88,8.35,44.18,2.0,Critical,7.84,1966.02,original
1000.0,23.13,Stainless Steel,ASTM A106 Grade B,900.0,40.3,8.45,3.98,17.21,12.0,Moderate,8.18,10861.87,original
200.0,11.05,Fiberglass,API 5L X52,900.0,10.1,4.1,1.81,16.38,25.0,Normal,8.47,366.44,original
400.0,12.9,PVC,API 5L X65,1500.0,19.8,19.47,2.81,21.78,6.0,Moderate,8.09,1633.13,original
250.0,12.98,Carbon Steel,API 5L X52,900.0,102.9,1.02,0.88,6.78,19.0,Normal,8.49,598.28,original
1500.0,36.13,Stainless Steel,API 5L X52,900.0,59.5,2.84,6.93,19.18,14.0,Critical,7.98,24772.84,original
100.0,7.8,PVC,ASTM A333 Grade 6,1500.0,36.0,3.57,4.64,59.49,23.0,Moderate,8.22,72.38,original
200.0,6.14,PVC,API 5L X42,900.0,50.9,16.59,7.1,115.64,3.0,Critical,7.86,366.44,original
100.0,4.22,PVC,API 5L X42,1500.0,3.5,16.13,0.03,0.71,17.0,Normal,8.37,72.38,original
1000.0,26.19,HDPE,API 5L X65,900.0,26.3,4.38,0.12,0.46,4.0,Normal,8.46,10861.87,original
400.0,14.97,HDPE,ASTM A333 Grade 6,2500.0,3.0,13.47,3.14,20.98,23.0,Moderate,8.14,1633.13,original
50.0,3.63,Stainless Steel,ASTM A106 Grade B,900.0,35.9,5.29,0.55,15.15,10.0,Normal,8.46,10.18,original
1500.0,48.32,HDPE,ASTM A333 Grade 6,300.0,90.1,19.12,6.42,13.29,2.0,Critical,7.84,12801.37,original
100.0,4.26,Stainless Steel,ASTM A333 Grade 6,150.0,43.5,9.24,3.41,80.05,6.0,Moderate,8.17,18.7,original
1500.0,21.48,Stainless Steel,API 5L X42,150.0,106.1,0.13,6.02,28.03,1.0,Critical,8.0,6400.68,original
400.0,17.48,Stainless Steel,API 5L X65,150.0,65.7,16.08,9.18,52.52,5.0,Critical,7.87,421.96,original
50.0,3.93,Fiberglass,ASTM A333 Grade 6,1500.0,60.9,12.73,2.28,58.02,10.0,Moderate,8.14,10.18,original
100.0,4.7,Stainless Steel,API 5L X42,300.0,63.7,6.81,8.83,187.87,6.0,Critical,7.94,37.4,original
800.0,21.5,PVC,ASTM A106 Grade B,150.0,28.4,13.34,5.52,25.67,25.0,Critical,7.89,1777.84,original
600.0,23.01,Fiberglass,API 5L X42,900.0,54.1,7.44,0.21,0.91,19.0,Normal,8.44,3804.59,original
1200.0,24.51,Fiberglass,API 5L X65,1500.0,138.4,8.83,3.26,13.3,22.0,Moderate,8.18,15747.67,original
50.0,5.1,PVC,ASTM A106 Grade B,300.0,5.6,2.42,6.46,126.67,21.0,Critical,7.98,5.26,original
1500.0,23.53,Carbon Steel,ASTM A106 Grade B,1500.0,6.1,11.73,1.53,6.5,5.0,Normal,8.4,24772.84,original
300.0,15.67,Fiberglass,ASTM A333 Grade 6,300.0,43.3,6.51,4.76,30.38,5.0,Moderate,8.2,458.19,original
200.0,6.3,Carbon Steel,API 5L X42,300.0,62.6,3.47,1.55,24.6,19.0,Normal,8.47,189.36,original
1000.0,22.93,Fiberglass,ASTM A333 Grade 6,900.0,84.6,7.67,3.92,17.1,23.0,Moderate,8.19,10861.87,original
300.0,10.67,Fiberglass,API 5L X65,2500.0,92.3,6.24,6.66,62.42,15.0,Critical,7.95,886.68,original
500.0,23.22,PVC,API 5L X52,150.0,45.6,13.08,4.97,21.4,13.0,Moderate,8.14,673.26,original
300.0,12.92,Carbon Steel,ASTM A333 Grade 6,150.0,136.0,11.02,6.79,52.55,6.0,Critical,7.91,229.1,original
1200.0,36.1,HDPE,API 5L X65,900.0,56.8,10.34,8.06,22.33,16.0,Critical,7.91,15747.67,original
